code,disease,category
A4642,"""Diagnostic Radiopharmaceuticals .""",Transportation Services. medical equipment and supplies
A4648,"""Other Supplies .""",Transportation Services. medical equipment and supplies
A4649,"""Other Supplies .""",Transportation Services. medical equipment and supplies
A4650,"""Other Supplies .""",Transportation Services. medical equipment and supplies
A4651,"""Other Supplies .""",Transportation Services. medical equipment and supplies
A4652,"""Other Supplies .""",Transportation Services. medical equipment and supplies
A4653,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4657,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4660,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4663,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4670,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4671,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4672,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4673,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4674,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4680,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4690,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4706,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4707,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4708,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4709,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4714,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4719,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4720,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4721,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4722,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4723,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4724,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4725,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4726,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4728,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4730,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4736,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4737,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4740,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4750,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4755,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4760,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4765,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4766,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4770,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4771,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4772,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4773,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4774,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4802,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4860,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4870,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4890,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4911,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4913,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4918,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4927,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4928,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4929,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4930,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4931,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A4932,"""Dialysis Equipment and Supplies .""",Transportation Services. medical equipment and supplies
A5051,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5052,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5053,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5054,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5055,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5056,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5057,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5061,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5062,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5063,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5071,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5072,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5073,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5081,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5082,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5083,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5093,"""Ostomy Pouches and Supplies .""",Transportation Services. medical equipment and supplies
A5102,"""Incontinence Devices and Supplies .""",Transportation Services. medical equipment and supplies
A5105,"""Incontinence Devices and Supplies .""",Transportation Services. medical equipment and supplies
A5112,"""Incontinence Devices and Supplies .""",Transportation Services. medical equipment and supplies
A5113,"""Incontinence Devices and Supplies .""",Transportation Services. medical equipment and supplies
A5114,"""Incontinence Devices and Supplies .""",Transportation Services. medical equipment and supplies
